INSTNM,CITY,STABBR,ZIP,CONTROL,LATITUDE,LONGITUDE,ADM_RATE,SAT_AVG_ALL,COSTT4_A,RET_FT4,DEBT_MDN,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,AccredAgency
Sacred Heart University,Fairfield,CT,06825-1000,2,41.2215,-73.2446,0.7624,NULL,50984,0.8104,19500,4409,0.6641,0.0311,0.0612,0.0195,0.0036,0.0014,New England Association of Schools and Colleges Commission on Institutions of Higher Education
University of Saint Joseph,West Hartford,CT,6117,2,41.783,-72.7305,0.857,950,42885,0.7707,23627,971,0.5695,0.1277,0.1287,0.0278,0.0021,0.0021,New England Association of Schools and Colleges Commission on Institutions of Higher Education
Gateway Community College,New Haven,CT,6510,1,41.2885,-72.9259,NULL,NULL,11208,NULL,3500,7275,0.4346,0.2395,0.2155,0.0287,0.0021,0.0014,New England Association of Schools and Colleges Commission on Institutions of Higher Education
St Vincent's College,Bridgeport,CT,06606-4201,2,41.2012,-73.2011,0.7167,NULL,24452,0.25,14250,772,0.671,0.1295,0.1231,0.0285,0,0,New England Association of Schools and Colleges Commission on Institutions of Higher Education | New England Association of Schools and Colleges Commission on Technical and Career Institutions
Southern Connecticut State University,New Haven,CT,06515-1355,1,41.3319,-72.9488,0.7542,921,18628,0.7522,17404,8257,0.6037,0.1547,0.1138,0.0241,0.0024,0.0004,New England Association of Schools and Colleges Commission on Institutions of Higher Education
Stone Academy-Hamden,West Haven,CT,6516,3,41.2686,-72.9774,NULL,NULL,NULL,NULL,11489,422,0.2536,0.4834,0.1943,0.0118,0.0024,0.0071,Accrediting Council for Independent Colleges and Schools
Tri-State College of Acupuncture,New York,NY,10011,3,40.7399,-74.0021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Accreditation Commission for Acupuncture and Oriental Medicine
Trinity College,Hartford,CT,06106-3100,2,41.7467,-72.6887,0.3178,1240,59865,0.9086,19275,2239,0.6498,0.063,0.0728,0.0451,0.0004,0,New England Association of Schools and Colleges Commission on Institutions of Higher Education
Tunxis Community College,Farmington,CT,06032-3187,1,41.7055,-72.8775,NULL,NULL,11502,NULL,3500,3781,0.6662,0.0669,0.169,0.0323,0.0026,0.0005,New England Association of Schools and Colleges Commission on Institutions of Higher Education
Wesleyan University,Middletown,CT,6459,2,41.5568,-72.6568,0.2092,1387,61167,0.9508,17625,2888,0.5294,0.072,0.0966,0.0796,0.0007,0.001,New England Association of Schools and Colleges Commission on Institutions of Higher Education
Western Connecticut State University,Danbury,CT,06810-6826,1,41.4004,-73.4443,0.6549,NULL,19446,0.7426,17050,5184,0.6798,0.1082,0.1462,0.0314,0.0021,0.0017,New England Association of Schools and Colleges Commission on Institutions of Higher Education
Yale-New Haven Hospital Dietetic Internship,New Haven,CT,6510,2,41.3042,-72.9356,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Yale University,New Haven,CT,6520,2,41.3102,-72.9289,0.0705,1497,59320,0.9867,12000,5422,0.4734,0.0673,0.1013,0.1645,0.0057,0.0006,New England Association of Schools and Colleges Commission on Institutions of Higher Education
Beebe Medical Center Margaret H Rollins School of Nursing,Lewes,DE,19958,2,38.7713,-75.1424,NULL,NULL,NULL,NULL,PrivacySuppressed,55,0.9091,0.0364,0.0182,0,0,0,NULL
Dawn Career Institute Inc,Wilmington,DE,19805-1511,3,39.7547,-75.5943,NULL,NULL,NULL,NULL,9500,638,0.3245,0.5282,0.0737,0.0204,0,0,Accrediting Commission of Career Schools and Colleges
Delaware Technical Community College-Owens,Georgetown,DE,19947,1,38.6973,-75.4075,NULL,NULL,8161,NULL,4327,3978,0.6556,0.1878,0.0734,0.0181,0.0055,0.0008,Middle States Commission on Higher Education
Delaware Technical Community College-Terry,Dover,DE,19901,1,39.1984,-75.5601,NULL,NULL,8221,NULL,4500,2857,0.5803,0.2786,0.0585,0.027,0.0049,0.0021,Middle States Commission on Higher Education
Delaware Technical Community College-Stanton/Wilmington,Wilmington,DE,19801,1,39.7403,-75.5522,NULL,NULL,8203,NULL,3775,6492,0.5106,0.2785,0.1034,0.0442,0.004,0.0025,Middle States Commission on Higher Education
Delaware State University,Dover,DE,19901,1,39.1872,-75.5405,0.4168,890,20506,0.6523,15000,3719,0.11,0.7467,0.0559,0.0067,0.003,0.0013,Middle States Commission on Higher Education
University of Delaware,Newark,DE,19716,1,39.6798,-75.7536,0.6468,1178,21748,0.9191,21000,17729,0.7529,0.0531,0.0694,0.0426,0.0007,0.0011,Middle States Commission on Higher Education
Goldey-Beacom College,Wilmington,DE,19808,2,39.7425,-75.694,0.5231,NULL,32255,0.5506,16000,548,0.5128,0.2354,0.0456,0.0383,0.0055,0,Middle States Commission on Higher Education
Schilling-Douglas School of Hair Design,Newark,DE,19711,3,39.681,-75.7567,NULL,NULL,NULL,NULL,8260,146,0.6849,0.1438,0.1301,0.0137,0,0,National Accrediting Commission of Career Arts and Sciences
Wesley College,Dover,DE,19901-3875,2,39.1633,-75.5274,0.625,841,35199,0.5249,14250,1481,0.4517,0.4173,0.054,0.0128,0.0034,0.002,Middle States Commission on Higher Education
Wilmington University,New Castle,DE,19720,2,39.6823,-75.587,NULL,NULL,16978,0.6393,14000,8475,0.4847,0.2293,0.0336,0.0172,0.0109,0.0018,Middle States Commission on Higher Education
American University,Washington,DC,20016-8001,2,38.9378,-77.0901,0.4312,1258,55159,0.8821,19500,6829,0.5671,0.064,0.1012,0.0638,0.0018,0.0004,Middle States Commission on Higher Education
Catholic University of America,Washington,DC,20064,2,38.9358,-76.999,0.6007,1118,54023,0.8261,22000,3641,0.6311,0.0549,0.1052,0.0313,0.0016,0.0011,Middle States Commission on Higher Education
Corcoran College of Art and Design,Washington,DC,20006-4804,2,38.8958,-77.0398,0.2712,NULL,47459,0.9024,25750,275,0.5345,0.1164,0.1236,0.0836,0.0036,0.0073,Middle States Commission on Higher Education
University of the District of Columbia,Washington,DC,20008,1,38.9438,-77.0662,NULL,NULL,19873,0.5833,9500,4487,0.0446,0.6189,0.0733,0.0174,0.002,0,Middle States Commission on Higher Education
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,Washington,DC,20017-1585,2,38.9314,-76.9988,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Commission on Accrediting of the Association of Theological Schools | Middle States Commission on Higher Education
Gallaudet University,Washington,DC,20002-3695,2,38.9074,-76.9937,0.6558,841,29852,0.6887,12000,1053,0.604,0.1111,0.1387,0.038,0.0038,0.0019,Middle States Commission on Higher Education
George Washington University,Washington,DC,20052,2,38.8987,-77.0479,0.3308,1297,58925,0.9226,22723,10121,0.6026,0.0653,0.0739,0.0948,0.002,0.0007,Middle States Commission on Higher Education
Georgetown University,Washington,DC,20057-0001,2,38.9088,-77.0735,0.1697,1398,59900,0.9598,17125,7261,0.5886,0.0638,0.0788,0.0919,0.0014,0.0008,Middle States Commission on Higher Education
Howard University,Washington,DC,20059-0001,2,38.9207,-77.0195,0.493,1081,40129,0.8154,24250,6855,0.0134,0.9183,0.0036,0.013,0.0197,0.0039,Middle States Commission on Higher Education
Medtech Institute,Falls Church,VA,22042,3,38.8695,-77.148,NULL,NULL,NULL,NULL,9236,1373,0.0102,0.4771,0.4341,0.0269,0.008,0,Council on Occupational Education
Strayer University-District of Columbia,Washington,DC,20005,3,38.9049,-77.0343,NULL,NULL,NULL,NULL,12500,871,0.0436,0.8014,0.0471,0.0149,0.0011,0.0011,Middle States Commission on Higher Education
National Conservatory of Dramatic Arts,Washington,DC,20007,2,38.91,-77.0651,0.75,NULL,12848,NULL,PrivacySuppressed,37,0.2703,0.5676,0.1081,0,0,0,Accrediting Commission of Career Schools and Colleges
Trinity Washington University,Washington,DC,20017-1094,2,38.9274,-77.0043,0.5231,NULL,30144,0.5516,16375,1810,0.0199,0.7215,0.1381,0.011,0.0028,0.0011,Middle States Commission on Higher Education
Wesley Theological Seminary,Washington,DC,20016-5690,2,38.9396,-77.09,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Commission on Accrediting of the Association of Theological Schools | Middle States Commission on Higher Education
Wyotech-Daytona,Ormond Beach,FL,32174,3,29.3494,-81.1331,NULL,NULL,NULL,NULL,11600,689,0.807,0.0885,0.0421,0.0073,0.0174,0.0015,Accrediting Council for Continuing Education and Training
The Art Institute of Fort Lauderdale,Fort Lauderdale,FL,33316-3000,3,26.1012,-80.1235,NULL,NULL,30805,0.6667,19000,1924,0.1996,0.198,0.3591,0.013,0.001,0.0005,Accrediting Council for Independent Colleges and Schools
Atlantic Technical Center,Coconut Creek,FL,33063-3902,1,26.2436,-80.1853,NULL,NULL,NULL,NULL,NULL,902,0.2694,0.4135,0.2605,0.0299,0.0055,0.0044,Council on Occupational Education
The Baptist College of Florida,Graceville,FL,32440,2,30.9564,-85.519,0.4257,1062,15748,0.8333,14425,499,0.8277,0.0441,0.0381,0.002,0.008,0.002,Southern Association of Colleges and Schools Commission on Colleges
Barry University,Miami,FL,33161-6695,2,25.8789,-80.1961,0.4678,930,41019,0.5997,21500,4284,0.2017,0.32,0.2937,0.0135,0.0028,0.0012,Southern Association of Colleges and Schools Commission on Colleges
Gooding Institute of Nurse Anesthesia,Panama City,FL,32405,3,30.2005,-85.6499,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bethune-Cookman University,Daytona Beach,FL,32114-3099,2,29.2102,-81.0314,0.666,812,27017,0.6298,18750,3723,0.0223,0.895,0.0282,0.0021,0.0008,0.0027,Southern Association of Colleges and Schools Commission on Colleges
Lynn University,Boca Raton,FL,33431-5598,2,26.3828,-80.1239,0.776,940,48735,0.6925,13000,1732,0.3915,0.101,0.1253,0.0162,0.0087,0.0012,Southern Association of Colleges and Schools Commission on Colleges
GUTI The Premier Beauty & Wellness Academy,Bradenton,FL,34210,3,27.4626,-82.6022,NULL,NULL,NULL,NULL,4811.5,129,0.4574,0.1473,0.3256,0,0.0078,0,National Accrediting Commission of Career Arts and Sciences
Bradford-Union Technical Center,Starke,FL,32091,1,29.9521,-82.1231,NULL,NULL,NULL,NULL,NULL,139,0.7698,0.223,0,0,0,0.0072,Council on Occupational Education
Eastern Florida State College,Cocoa,FL,32922,1,28.3848,-80.7581,NULL,NULL,10693,NULL,6707,12736,0.6892,0.1247,0.1058,0.0188,0.0067,0.0032,Southern Association of Colleges and Schools Commission on Colleges
Broward College,Fort Lauderdale,FL,33301,1,26.0797,-80.2354,NULL,NULL,13383,NULL,4500,39162,0.2048,0.3477,0.3383,0.0271,0.0018,0.0023,Southern Association of Colleges and Schools Commission on Colleges
Fortis College-Winter Park,Winter Park,FL,32789,3,28.5554,-81.4484,NULL,NULL,31994,NULL,12417,59,0.1525,0.6441,0.1864,0,0,0,Accrediting Commission of Career Schools and Colleges
Carlos Albizu University-Miami,Miami,FL,33172-2209,2,25.7952,-80.355,0.3621,NULL,22158,1,11708,263,0.019,0.0266,0.8935,0.0076,0.0038,0,NULL
College of Central Florida,Ocala,FL,34474,1,29.1661,-82.1757,NULL,NULL,13907,NULL,7770.5,7113,0.6021,0.1442,0.1258,0.0164,0.0031,0.001,Southern Association of Colleges and Schools Commission on Colleges
Johnson University Florida,Kissimmee,FL,34744,2,28.3019,-81.3625,0.4172,970,26241,0.7468,11000,299,0.6455,0.1171,0.1873,0.0067,0,0,Association for Biblical Higher Education Commission on Accreditation | Southern Association of Colleges and Schools Commission on Colleges
University of Central Florida,Orlando,FL,32816,1,28.6011,-81.1988,0.4894,1175,19815,0.8711,15000,50919,0.5718,0.1056,0.2158,0.0559,0.0022,0.0025,Southern Association of Colleges and Schools Commission on Colleges
Charlotte Technical Center,Port Charlotte,FL,33948-3399,1,27.0056,-82.1472,NULL,NULL,15064,NULL,NULL,225,0.6844,0.1244,0.1067,0.0311,0.0089,0,Council on Occupational Education
Chipola College,Marianna,FL,32446-2053,1,30.7906,-85.2319,NULL,NULL,9298,NULL,4500,1635,0.7309,0.1884,0.0428,0.0043,0.0061,0.0006,Southern Association of Colleges and Schools Commission on Colleges
Clearwater Christian College,Clearwater,FL,33759-4595,2,27.9636,-82.6973,0.7009,1026,28463,0.5826,13000,491,0.7943,0.0448,0.1202,0.0163,0,0,Southern Association of Colleges and Schools Commission on Colleges
Lorenzo Walker Institute of Technology,Naples,FL,34104-4405,1,26.1412,-81.7634,NULL,NULL,NULL,NULL,NULL,614,0.3746,0.1075,0.4967,0.0098,0,0,Council on Occupational Education
Daytona State College,Daytona Beach,FL,32114,1,29.2023,-81.0513,NULL,NULL,11307,NULL,6250,12993,0.687,0.1338,0.122,0.0209,0.0053,0.0022,Southern Association of Colleges and Schools Commission on Colleges
South University-West Palm Beach,Royal Palm Beach,FL,33411,3,26.6917,-80.1997,0.65,NULL,28808,0.2609,9500,972,0.2695,0.4012,0.2479,0.0401,0.0021,0.0113,NULL
Eckerd College,Saint Petersburg,FL,33711-4700,2,27.719,-82.686,0.7104,1138,49802,0.8321,23000,2163,0.7614,0.0559,0.0791,0.0148,0.006,0.0018,Southern Association of Colleges and Schools Commission on Colleges
Edison State College,Fort Myers,FL,33919-0000,1,26.5547,-81.8874,NULL,NULL,15635,NULL,5944,12850,0.5377,0.1237,0.2525,0.0174,0.0038,0.0021,Southern Association of Colleges and Schools Commission on Colleges
Edward Waters College,Jacksonville,FL,32209,2,30.3451,-81.6848,0.2732,802,22929,0.509,11351,862,0.0267,0.9211,0.022,0,0.0023,0,Southern Association of Colleges and Schools Commission on Colleges
Embry-Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL,32114-3900,2,29.1892,-81.0495,0.7405,1126,45648,0.778,16500,4666,0.5332,0.0574,0.0705,0.0463,0.0047,0.0024,Southern Association of Colleges and Schools Commission on Colleges
Florida Agricultural and Mechanical University,Tallahassee,FL,32307,1,30.4286,-84.2857,0.45,947,19191,0.8152,20750,8825,0.031,0.9411,0.0113,0.0071,0.0015,0,Southern Association of Colleges and Schools Commission on Colleges
Florida Atlantic University,Boca Raton,FL,33431-0991,1,26.3725,-80.1023,0.4773,1039,19131,0.765,12500,24685,0.4638,0.1871,0.2488,0.0393,0.0015,0.0016,Southern Association of Colleges and Schools Commission on Colleges
Florida State College at Jacksonville,Jacksonville,FL,32202,1,30.3349,-81.6599,NULL,NULL,11430,NULL,6063,25018,0.4775,0.2692,0.0651,0.035,0.0038,0.0055,Southern Association of Colleges and Schools Commission on Colleges
Flagler College-St Augustine,Saint Augustine,FL,32084,2,29.8934,-81.3153,0.4987,1096,28305,0.6687,16500,2839,0.7584,0.0395,0.0814,0.006,0.0039,0.0007,Southern Association of Colleges and Schools Commission on Colleges
Florida College,Temple Terrace,FL,33617-5527,2,28.0349,-82.3834,0.5875,1060,25690,0.672,10750,558,0.7993,0.0556,0.0556,0.0054,0.0161,0.0036,Southern Association of Colleges and Schools Commission on Colleges
Concorde Career Institute-Jacksonville,Jacksonville,FL,32256-6905,3,30.3275,-81.5738,1,NULL,NULL,NULL,9500,630,0.3508,0.3635,0.0143,0.0397,0.0095,0.0063,Accrediting Commission of Career Schools and Colleges
Concorde Career Institute-Miramar,Miramar,FL,33025,3,26.1751,-80.203,1,NULL,NULL,NULL,9327,508,0.0827,0.5551,0.2343,0.0295,0.0098,0.0039,Accrediting Commission of Career Schools and Colleges
Concorde Career Institute-Tampa,Tampa,FL,33607-4127,3,27.9591,-82.5151,1,NULL,NULL,NULL,9016,454,0.2555,0.2885,0.2379,0.022,0.0066,0.0066,Accrediting Commission of Career Schools and Colleges
Adventist University of Health Sciences,Orlando,FL,32803,2,28.5761,-81.3677,0.1336,884,21358,0.7143,15236,2064,0.4748,0.1434,0.2016,0.0562,0.0039,0.0044,Southern Association of Colleges and Schools Commission on Colleges
Florida Institute of Technology,Melbourne,FL,32901-6975,2,28.0645,-80.6246,0.6045,1153,52490,0.7974,8509,3191,0.4253,0.0526,0.0611,0.0185,0.0009,0.0013,Southern Association of Colleges and Schools Commission on Colleges
Florida Institute of Ultrasound Inc,Pensacola,FL,32514,3,30.5349,-87.2206,NULL,NULL,NULL,NULL,16000,68,0.9265,0.0441,0,0.0294,0,0,Accrediting Bureau of Health Education Schools
Florida International University,Miami,FL,33199,1,25.7571,-80.3776,0.4304,1154,18426,0.8354,13750,38234,0.1007,0.1221,0.6705,0.0269,0.0008,0.0014,Southern Association of Colleges and Schools Commission on Colleges
Florida Keys Community College,Key West,FL,33040,1,24.5827,-81.7445,NULL,NULL,18699,NULL,9500,964,0.6027,0.0871,0.2344,0.0156,0.0073,0,Southern Association of Colleges and Schools Commission on Colleges
Florida Memorial University,Miami Gardens,FL,33054-6199,2,25.9179,-80.2707,0.4159,NULL,25036,0.6877,23750,1517,0.0046,0.7423,0.0409,0.0013,0,0,Southern Association of Colleges and Schools Commission on Colleges
Florida Career College-Miami,Miami,FL,33174,3,25.7553,-80.3667,NULL,NULL,46564,0.5556,9500,5818,0.1253,0.4605,0.2958,0.0057,0.0009,0.0014,Accrediting Council for Independent Colleges and Schools
Florida School of Massage,Gainesville,FL,32608-5419,3,29.5935,-82.3385,NULL,NULL,NULL,NULL,7073,70,0.8286,0.0857,0.0571,0.0143,0,0,Commission on Massage Therapy Accreditation
Florida Southern College,Lakeland,FL,33801-5698,2,28.0315,-81.9458,0.4989,1102,38413,0.778,18375,2379,0.7243,0.0593,0.0925,0.0164,0.0017,0.0013,Southern Association of Colleges and Schools Commission on Colleges
Florida State University,Tallahassee,FL,32306-1037,1,30.4397,-84.2909,0.5681,1212,20774,0.9171,18750,32086,0.667,0.085,0.1704,0.0251,0.0038,0.0018,Southern Association of Colleges and Schools Commission on Colleges
Florida Technical College,Orlando,FL,32826,3,28.5737,-81.201,NULL,NULL,NULL,0.9103,9500,4330,0.2143,0.1942,0.5487,0.0039,0.009,0.0012,Accrediting Council for Independent Colleges and Schools
University of Southernmost Florida,Jacksonville,FL,32225,3,30.3262,-81.55,NULL,NULL,11673,NULL,12347.5,99,0.0505,0.202,0.7172,0.0202,0,0,Accrediting Council for Independent Colleges and Schools
University of Florida,Gainesville,FL,32611,1,29.6382,-82.3612,0.4655,1272,20456,0.9646,14546,32346,0.5843,0.074,0.1902,0.0754,0.0026,0.007,Southern Association of Colleges and Schools Commission on Colleges
Everest University-Pompano Beach,Pompano Beach,FL,33062,3,26.2341,-80.1036,NULL,NULL,27860,0.2174,9500,1746,0.1793,0.6661,0.0876,0.0046,0.0029,0.0006,NULL
Fort Pierce Beauty Academy,Fort Pierce,FL,34982-6333,3,27.4124,-80.3247,NULL,NULL,NULL,NULL,NULL,28,0.2143,0.5714,0.1786,0,0.0357,0,National Accrediting Commission of Career Arts and Sciences
Full Sail University,Winter Park,FL,32792-7429,3,28.5965,-81.3013,NULL,NULL,35899,0.5023,14750,18880,0.3795,0.2155,0.0748,0.0125,0.0065,0.0022,Accrediting Commission of Career Schools and Colleges
